# Anwendung
name;bezeichnung
XPOLIZEI;XPolizei

# Katalog
schluessel;name;bezeichnung;herkunft;version;gueltigAb
115;Art der Örtlichkeit;Art der Örtlichkeit;ZIR;V1.7;20210415

# Katalogwerte
schluessel;bezeichnung;anzeigeReihenfolge;auswahlerlaubt;loeschstatus;extId;Abkürzung;Beschreibung;Gültig_ab;Gültig_bis;Zugangsvokabular
115_357;Veranstaltungsraum / Versammlungsraum;0;1;0;NULL;;;;;
115_358;Verkaufsraum;0;1;0;NULL;;;;;
115_359;Vorraum;0;1;0;NULL;;;;;
115_36;Café;0;1;0;NULL;;;;;
115_360;Wartesaal / Wartezimmer;0;1;0;NULL;;;;;
115_361;Waschküche;0;1;0;NULL;;;;;
115_362;Werkstattraum;0;1;0;NULL;;;;;
115_363;Wohnzimmer;0;1;0;NULL;;;;;
115_364;Schulungsraum;0;1;0;NULL;;;;;
115_365;Räumlichkeit / Gebäudeteil;0;1;0;NULL;;;;;
115_366;Altersheim / Pflegeheim;0;1;0;NULL;;;;;
115_367;Arbeiterwohnheim;0;1;0;NULL;;;;;
115_368;Asylbewerberunterkunft;0;1;0;NULL;;Eine Asylbewerberunterkunft ist eine Gemeinschaftsunterkunft gem. § 52 Abs. 1 Asylgesetz.;;;
115_369;Aufnahmeeinrichtung;0;1;0;NULL;;;;;
115_37;Coffee-Shop;0;1;0;NULL;;;;;
115_370;Ausländerunterkunft;0;1;0;NULL;;Eine Ausländerunterkunft beheimatet Personen, die schon länger im Land sind, ihren ersten Status (anerkannt, abgelehnt, geduldet, beantragt, etc.) bereits haben, sowie teilweise schon Familien gegründet haben und in der Regel in der Gesellschaft integriert sind. Typisch sind darüber hinaus auch noch Wohnheime von Baufirmen für ausländische Arbeitnehmer.;;;
115_371;Ferienhaus / Ferienwohnung;0;1;0;NULL;;;;;
115_372;Frauenhaus;0;1;0;NULL;;;;;
115_373;Heim;0;1;0;NULL;;;;;
115_374;Hotel;0;1;0;NULL;;;;;
115_375;Jugendherberge;0;1;0;NULL;;;;;
115_376;Kinderheim / Jugendheim;0;1;0;NULL;;;;;
115_377;Motel;0;1;0;NULL;;;;;
115_378;Obdachlosenwohnheim;0;1;0;NULL;;;;;
115_379;Pension;0;1;0;NULL;;;;;
115_38;Diskothek;0;1;0;NULL;;;;;
115_380;Schwesternwohnheim;0;1;0;NULL;;;;;
115_381;Studentenwohnheim;0;1;0;NULL;;;;;
115_382;Tierheim;0;1;0;NULL;;;;;
115_383;Wochenendhaus;0;1;0;NULL;;;;;
115_384;Wohnlager;0;1;0;NULL;;;;;
115_385;Unterkunft;0;1;0;NULL;;;;;
115_386;Raffinerie;0;1;0;NULL;;;;;
115_387;Bergwerk;0;1;0;NULL;;;;;
115_388;Fabrik;0;1;0;NULL;;;;;
115_389;Fabrikationsraum;0;1;0;NULL;;;;;
115_39;Gastraum / Schankraum;0;1;0;NULL;;;;;
115_390;Sandgrube / Kiesgrube;0;1;0;NULL;;;;;
115_391;Steinbruch;0;1;0;NULL;;;;;
115_392;Stollen;0;1;0;NULL;;;;;
115_393;Produktions- / Abbaueinrichtung;0;1;0;NULL;;;;;
115_394;Apotheke;0;1;0;NULL;;;;;
115_395;Arztpraxis;0;1;0;NULL;;;;;
115_396;Klinik / Krankenhaus;0;1;0;NULL;;;;;
115_397;Krankenzimmer;0;1;0;NULL;;;;;
115_398;Sanatorium;0;1;0;NULL;;;;;
115_399;Suchthilfeeinrichtung;0;1;0;NULL;;;;;
115_4;Fitnesscenter / Sportstudio;0;1;0;NULL;;;;;
115_40;Gaststätte;0;1;0;NULL;;;;;
115_400;Zahnarztpraxis;0;1;0;NULL;;;;;
115_401;Gesundheitseinrichtung;0;1;0;NULL;;;;;
115_402;Packstation;0;1;0;NULL;;;;;
115_403;Postfach;0;1;0;NULL;;;;;
115_404;Schließfach;0;1;0;NULL;;;;;
115_405;S-Bahnhof;0;1;0;NULL;;;;;
115_406;Busbahnhof;0;1;0;NULL;;;;;
115_407;Indoor-Plantage A Profianlage;0;1;0;NULL;;;;;
115_408;Indoor-Plantage B Großanlage;0;1;0;NULL;;;;;
115_409;Indoor-Plantage C Kleinanlage;0;1;0;NULL;;;;;
115_41;Imbiss;0;1;0;NULL;;;;;
115_410;Ausbildungslager;0;1;0;NULL;;;;;
115_411;Zulassungsstelle;0;1;0;NULL;;;;;
115_412;Kreuzung;0;1;0;NULL;;;;;
115_413;Einmündung;0;1;0;NULL;;;;;
115_414;Bahnübergang;0;1;0;NULL;;;;;
115_415;Schiffsschleuse;0;1;0;NULL;;;;;
115_416;Arzneimittelhersteller;0;1;0;NULL;;;;;
115_417;Logistikzentrum;NULL;1;0;NULL;;;;;
115_42;Kantine;0;1;0;NULL;;;;;
115_43;Kasino;0;1;0;NULL;;;;;
115_44;Mensa;0;1;0;NULL;;;;;
115_45;Rasthaus;0;1;0;NULL;;;;;
115_46;Restaurant;0;1;0;NULL;;;;;
115_47;Tabledance-Lokal;0;1;0;NULL;;;;;
115_48;Tanzlokal;0;1;0;NULL;;;;;
115_49;Gastronomie- / Tanzeinrichtung;0;1;0;NULL;;;;;
115_5;Freibad;0;1;0;NULL;;;;;
115_50;Acker;0;1;0;NULL;;;;;
115_51;Bauhof;0;1;0;NULL;;;;;
115_52;Baustelle;0;1;0;NULL;;;;;
115_53;Brachland;0;1;0;NULL;;;;;
115_54;Erddepot / Erdversteck;0;1;0;NULL;;;;;
115_55;Feld;0;1;0;NULL;;;;;
115_56;Friedhof;0;1;0;NULL;;;;;
115_57;Garten;0;1;0;NULL;;;;;
115_58;Gartenkolonie;0;1;0;NULL;;;;;
115_59;Gebäudeaußenanlage;0;1;0;NULL;;;;;
115_6;Hallenbad / Schwimmhalle;0;1;0;NULL;;;;;
